longitude,latitude,Aspect,Slope,LULC,NDVI,Rainfall,TWI
85.58156372702325,27.81947566291522,166.26227,31.657413,30,0.49355894,4.647837,14.406799772073267
85.56316738682418,27.81402927562734,109.76413,31.895351,30,0.47515678,4.967406,14.224731419405755
85.54813569883477,27.804456245344557,35.732185,12.3723545,10,0.5491717,4.967406,15.731036664494868
85.6202482781522,27.7775944322304,149.18315,34.159523,30,0.17942558,4.3611135,14.503538285132816
85.61990074893444,27.77727220944195,174.8334,22.114132,30,0.19279785,4.3611135,14.634064098899021
85.59615748966326,27.76555281973307,228.49564,49.540726,10,0.5774316,4.549546,13.453100580465879
85.55607503121853,27.85446759516138,195.18704,39.985844,60,0.2608255,5.103636,14.146923248197107
85.59121961068924,27.86527553785209,137.1028,31.745798,30,0.5164491,5.267828,14.17651558640908
85.58540593747404,27.850627929091065,150.51172,32.304913,30,0.43572462,5.267828,14.131548442165393
85.58578498642115,27.850761354494757,145.455,24.323828,30,0.28174093,5.267828,14.11629743911622
85.57888302911299,27.842837976862015,129.28026,43.411526,10,0.78073645,4.647837,13.67105985099854
